survived,pclass,sex,age,sibsp,parch,fare,embarked,who,deck,alone,family_size,has_family,is_minor,age_group,fare_per_person,fare_tier,cabin_known,is_female,emb_C,emb_Q,emb_S,log_fare,age_z,fare_z
1,1,female,52.0,1,0,78.2667,C,woman,D,False,2,1,0,Adult,39.13335,Premium,1,1,1,0,0,4.373,1.72,1.158
0,3,male,47.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,1.344,-0.567
0,3,female,21.5,0,2,7.75,Q,woman,Unknown,False,3,1,0,Adult,2.5833333333333335,Low,0,1,0,1,0,2.169,-0.57,-0.554
0,2,male,37.0,1,0,26.0,S,man,Unknown,False,2,1,0,Adult,13.0,High,0,0,0,0,1,3.296,0.594,-0.111
0,3,male,36.0,1,1,24.15,S,man,Unknown,False,3,1,0,Adult,8.049999999999999,High,0,0,0,0,1,3.225,0.519,-0.156
1,2,female,28.0,0,0,33.0,S,woman,Unknown,True,1,0,0,Adult,33.0,Premium,0,1,0,0,1,3.526,-0.082,0.059
0,3,male,49.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,1.494,-0.743
0,3,male,25.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,-0.307,-0.567
1,1,male,49.0,1,0,56.9292,C,man,A,False,2,1,0,Adult,28.4646,Premium,1,0,1,0,0,4.059,1.494,0.64
1,2,female,24.0,2,1,27.0,S,woman,Unknown,False,4,1,0,Adult,6.75,High,0,1,0,0,1,3.332,-0.382,-0.087
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
0,1,male,40.0,0,0,42.4,S,man,Unknown,True,1,0,0,Adult,42.4,Premium,0,0,0,0,1,3.77,0.819,0.287
0,3,male,44.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,1.119,-0.547
1,1,male,35.0,0,0,26.55,C,man,Unknown,True,1,0,0,Adult,26.55,High,0,0,1,0,0,3.316,0.444,-0.098
0,3,male,36.0,1,0,15.55,S,man,Unknown,False,2,1,0,Adult,7.775,High,0,0,0,0,1,2.806,0.519,-0.365
0,3,male,30.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,0.068,-0.551
1,1,male,27.0,0,0,30.5,S,man,Unknown,True,1,0,0,Adult,30.5,High,0,0,0,0,1,3.45,-0.157,-0.002
1,2,female,22.0,1,2,41.5792,C,woman,Unknown,False,4,1,0,Adult,10.3948,Premium,0,1,1,0,0,3.751,-0.532,0.267
1,1,female,40.0,0,0,153.4625,S,woman,C,True,1,0,0,Adult,153.4625,Premium,1,1,0,0,1,5.04,0.819,2.984
0,3,female,39.0,1,5,31.275,S,woman,Unknown,False,7,1,0,Adult,4.4678571428571425,Premium,0,1,0,0,1,3.474,0.744,0.017
0,3,male,25.0,0,0,7.05,S,man,Unknown,True,1,0,0,Adult,7.05,Low,0,0,0,0,1,2.086,-0.307,-0.571
1,3,female,21.5,1,0,15.5,Q,woman,Unknown,False,2,1,0,Adult,7.75,High,0,1,0,1,0,2.803,-0.57,-0.366
0,3,male,25.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.307,-0.554
0,3,male,35.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,0.444,-0.547
1,2,female,24.0,1,2,65.0,S,woman,Unknown,False,4,1,0,Adult,16.25,Premium,0,1,0,0,1,4.19,-0.382,0.836
0,3,male,34.0,1,1,14.4,S,man,Unknown,False,3,1,0,Adult,4.8,Mid,0,0,0,0,1,2.734,0.368,-0.393
0,3,female,26.0,1,0,16.1,S,woman,Unknown,False,2,1,0,Adult,8.05,High,0,1,0,0,1,2.839,-0.232,-0.352
1,2,female,4.0,2,1,39.0,S,child,F,False,4,1,1,Child,9.75,Premium,1,1,0,0,1,3.689,-1.883,0.204
0,2,male,26.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,-0.232,-0.488
0,3,male,27.0,1,0,14.4542,C,man,Unknown,False,2,1,0,Adult,7.2271,Mid,0,0,1,0,0,2.738,-0.157,-0.392
1,1,male,42.0,1,0,52.5542,S,man,D,False,2,1,0,Adult,26.2771,Premium,1,0,0,0,1,3.981,0.969,0.534
1,3,male,20.0,1,1,15.7417,C,man,Unknown,False,3,1,0,Adult,5.247233333333333,High,0,0,1,0,0,2.818,-0.682,-0.36
0,3,male,21.0,0,0,7.8542,S,man,Unknown,True,1,0,0,Adult,7.8542,Low,0,0,0,0,1,2.181,-0.607,-0.552
0,3,male,21.0,0,0,16.1,S,man,Unknown,True,1,0,0,Adult,16.1,High,0,0,0,0,1,2.839,-0.607,-0.352
0,1,male,61.0,0,0,32.3208,S,man,D,True,1,0,0,Senior,32.3208,Premium,1,0,0,0,1,3.506,2.395,0.042
0,2,male,57.0,0,0,12.35,Q,man,Unknown,True,1,0,0,Adult,12.35,Mid,0,0,0,1,0,2.592,2.095,-0.443
1,1,female,21.0,0,0,77.9583,S,woman,D,True,1,0,0,Adult,77.9583,Premium,1,1,0,0,1,4.369,-0.607,1.151
0,3,male,26.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.232,-0.551
0,3,male,25.0,0,0,7.7333,Q,man,Unknown,True,1,0,0,Adult,7.7333,Low,0,0,0,1,0,2.167,-0.307,-0.555
1,1,male,80.0,0,0,30.0,S,man,A,True,1,0,0,Senior,30.0,High,1,0,0,0,1,3.434,3.821,-0.014
0,3,male,51.0,0,0,7.0542,S,man,Unknown,True,1,0,0,Adult,7.0542,Low,0,0,0,0,1,2.086,1.645,-0.571
1,1,male,32.0,0,0,30.5,C,man,B,True,1,0,0,Adult,30.5,High,1,0,1,0,0,3.45,0.218,-0.002
0,1,male,40.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,0.819,-0.743
0,3,female,9.0,3,2,27.9,S,child,Unknown,False,6,1,1,Child,4.6499999999999995,High,0,1,0,0,1,3.364,-1.508,-0.065
1,2,female,28.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,-0.082,-0.427
0,3,male,32.0,0,0,7.925,S,man,Unknown,True,1,0,0,Adult,7.925,Mid,0,0,0,0,1,2.189,0.218,-0.55
0,2,male,31.0,1,1,26.25,S,man,Unknown,False,3,1,0,Adult,8.75,High,0,0,0,0,1,3.305,0.143,-0.105
0,3,female,41.0,0,5,39.6875,S,woman,Unknown,False,6,1,0,Adult,6.614583333333333,Premium,0,1,0,0,1,3.706,0.894,0.221
0,3,male,25.0,1,0,16.1,S,man,Unknown,False,2,1,0,Adult,8.05,High,0,0,0,0,1,2.839,-0.307,-0.352
0,3,male,20.0,0,0,7.8542,S,man,Unknown,True,1,0,0,Adult,7.8542,Low,0,0,0,0,1,2.181,-0.682,-0.552
1,1,female,24.0,0,0,69.3,C,woman,B,True,1,0,0,Adult,69.3,Premium,1,1,1,0,0,4.253,-0.382,0.94
0,3,female,2.0,3,2,27.9,S,child,Unknown,False,6,1,1,Child,4.6499999999999995,High,0,1,0,0,1,3.364,-2.034,-0.065
1,3,male,25.0,0,0,56.4958,S,man,Unknown,True,1,0,0,Adult,56.4958,Premium,0,0,0,0,1,4.052,-0.307,0.629
1,3,female,0.75,2,1,19.2583,C,child,Unknown,False,4,1,1,Child,4.814575,High,0,1,1,0,0,3.009,-2.127,-0.275
1,1,male,48.0,1,0,76.7292,C,man,D,False,2,1,0,Adult,38.3646,Premium,1,0,1,0,0,4.353,1.419,1.121
0,3,male,19.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.758,-0.551
1,1,male,56.0,0,0,35.5,C,man,A,True,1,0,0,Adult,35.5,Premium,1,0,1,0,0,3.597,2.02,0.119
0,3,male,25.0,0,0,7.55,S,man,Unknown,True,1,0,0,Adult,7.55,Low,0,0,0,0,1,2.146,-0.307,-0.559
1,3,female,23.0,0,0,7.55,S,woman,Unknown,True,1,0,0,Adult,7.55,Low,0,1,0,0,1,2.146,-0.457,-0.559
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
1,2,female,18.0,0,1,23.0,S,woman,Unknown,False,2,1,0,Adult,11.5,High,0,1,0,0,1,3.178,-0.833,-0.184
0,3,male,21.0,0,0,8.4333,S,man,Unknown,True,1,0,0,Adult,8.4333,Mid,0,0,0,0,1,2.244,-0.607,-0.538
1,3,female,21.5,0,0,7.8292,Q,woman,Unknown,True,1,0,0,Adult,7.8292,Low,0,1,0,1,0,2.178,-0.57,-0.553
0,3,female,18.0,0,0,6.75,Q,woman,Unknown,True,1,0,0,Adult,6.75,Low,0,1,0,1,0,2.048,-0.833,-0.579
0,2,male,24.0,2,0,73.5,S,man,Unknown,False,3,1,0,Adult,24.5,Premium,0,0,0,0,1,4.311,-0.382,1.042
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
0,3,female,32.0,1,1,15.5,Q,woman,Unknown,False,3,1,0,Adult,5.166666666666667,High,0,1,0,1,0,2.803,0.218,-0.366
0,2,male,23.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.457,-0.427
0,1,male,58.0,0,2,113.275,C,man,D,False,3,1,0,Adult,37.75833333333333,Premium,1,0,1,0,0,4.739,2.17,2.008
1,1,male,50.0,2,0,133.65,S,man,Unknown,False,3,1,0,Adult,44.550000000000004,Premium,0,0,0,0,1,4.903,1.569,2.503
0,3,male,40.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,0.819,-0.567
0,1,male,47.0,0,0,25.5875,S,man,E,True,1,0,0,Adult,25.5875,High,1,0,0,0,1,3.28,1.344,-0.121
0,3,male,36.0,0,0,7.4958,S,man,Unknown,True,1,0,0,Adult,7.4958,Low,0,0,0,0,1,2.14,0.519,-0.561
1,3,male,20.0,1,0,7.925,S,man,Unknown,False,2,1,0,Adult,3.9625,Mid,0,0,0,0,1,2.189,-0.682,-0.55
0,2,male,32.0,2,0,73.5,S,man,Unknown,False,3,1,0,Adult,24.5,Premium,0,0,0,0,1,4.311,0.218,1.042
0,2,male,25.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.307,-0.427
0,3,male,25.0,0,0,7.775,S,man,Unknown,True,1,0,0,Adult,7.775,Low,0,0,0,0,1,2.172,-0.307,-0.554
0,3,male,43.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,1.044,-0.547
1,1,female,35.0,1,0,52.0,S,woman,C,False,2,1,0,Adult,26.0,Premium,1,1,0,0,1,3.97,0.444,0.52
1,2,female,40.0,1,1,39.0,S,woman,Unknown,False,3,1,0,Adult,13.0,Premium,0,1,0,0,1,3.689,0.819,0.204
0,1,male,31.0,1,0,52.0,S,man,B,False,2,1,0,Adult,26.0,Premium,1,0,0,0,1,3.97,0.143,0.52
0,2,male,70.0,0,0,10.5,S,man,Unknown,True,1,0,0,Senior,10.5,Mid,0,0,0,0,1,2.442,3.071,-0.488
1,2,male,31.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,0.143,-0.427
0,2,male,30.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,0.068,-0.743
0,3,male,18.0,0,0,7.775,S,man,Unknown,True,1,0,0,Adult,7.775,Low,0,0,0,0,1,2.172,-0.833,-0.554
0,3,male,24.5,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.345,-0.547
1,3,female,18.0,0,0,9.8417,S,woman,Unknown,True,1,0,0,Adult,9.8417,Mid,0,1,0,0,1,2.383,-0.833,-0.504
0,3,female,43.0,1,6,46.9,S,woman,Unknown,False,8,1,0,Adult,5.8625,Premium,0,1,0,0,1,3.869,1.044,0.396
0,3,female,21.5,0,0,8.1375,Q,woman,Unknown,True,1,0,0,Adult,8.1375,Mid,0,1,0,1,0,2.212,-0.57,-0.545
1,1,male,27.0,0,0,76.7292,C,man,D,True,1,0,0,Adult,76.7292,Premium,1,0,1,0,0,4.353,-0.157,1.121
0,3,male,20.0,0,0,9.225,S,man,Unknown,True,1,0,0,Adult,9.225,Mid,0,0,0,0,1,2.325,-0.682,-0.519
0,3,male,14.0,5,2,46.9,S,child,Unknown,False,8,1,1,Teen,5.8625,Premium,0,0,0,0,1,3.869,-1.133,0.396
0,2,male,60.0,1,1,39.0,S,man,Unknown,False,3,1,0,Senior,13.0,Premium,0,0,0,0,1,3.689,2.32,0.204
0,2,male,25.0,1,2,41.5792,C,man,Unknown,False,4,1,0,Adult,10.3948,Premium,0,0,1,0,0,3.751,-0.307,0.267
0,3,male,14.0,4,1,39.6875,S,child,Unknown,False,6,1,1,Teen,6.614583333333333,Premium,0,0,0,0,1,3.706,-1.133,0.221
0,3,male,19.0,0,0,10.1708,S,man,Unknown,True,1,0,0,Adult,10.1708,Mid,0,0,0,0,1,2.413,-0.758,-0.496
0,3,male,18.0,0,0,7.7958,S,man,Unknown,True,1,0,0,Adult,7.7958,Low,0,0,0,0,1,2.174,-0.833,-0.553
1,1,female,15.0,0,1,211.3375,S,child,B,False,2,1,1,Teen,105.66875,Premium,1,1,0,0,1,5.358,-1.058,4.39
1,1,male,31.0,1,0,57.0,S,man,B,False,2,1,0,Adult,28.5,Premium,1,0,0,0,1,4.06,0.143,0.642
1,3,female,4.0,0,1,13.4167,C,child,Unknown,False,2,1,1,Child,6.70835,Mid,0,1,1,0,0,2.668,-1.883,-0.417
1,3,male,25.0,0,0,56.4958,S,man,Unknown,True,1,0,0,Adult,56.4958,Premium,0,0,0,0,1,4.052,-0.307,0.629
0,3,male,25.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,-0.307,-0.567
0,1,male,60.0,0,0,26.55,S,man,Unknown,True,1,0,0,Senior,26.55,High,0,0,0,0,1,3.316,2.32,-0.098
0,2,male,52.0,0,0,13.5,S,man,Unknown,True,1,0,0,Adult,13.5,Mid,0,0,0,0,1,2.674,1.72,-0.415
0,3,male,44.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,1.119,-0.547
1,3,female,21.5,0,0,7.7333,Q,woman,Unknown,True,1,0,0,Adult,7.7333,Low,0,1,0,1,0,2.167,-0.57,-0.555
0,1,male,49.0,1,1,110.8833,C,man,C,False,3,1,0,Adult,36.9611,Premium,1,0,1,0,0,4.717,1.494,1.95
0,3,male,42.0,0,0,7.65,S,man,F,True,1,0,0,Adult,7.65,Low,1,0,0,0,1,2.158,0.969,-0.557
1,1,female,18.0,1,0,227.525,C,woman,C,False,2,1,0,Adult,113.7625,Premium,1,1,1,0,0,5.432,-0.833,4.783
1,1,male,35.0,0,0,26.2875,S,man,E,True,1,0,0,Adult,26.2875,High,1,0,0,0,1,3.306,0.444,-0.104
0,3,female,18.0,0,1,14.4542,C,woman,Unknown,False,2,1,0,Adult,7.2271,Mid,0,1,1,0,0,2.738,-0.833,-0.392
0,3,male,25.0,0,0,7.7417,Q,man,Unknown,True,1,0,0,Adult,7.7417,Low,0,0,0,1,0,2.168,-0.307,-0.555
0,3,male,26.0,1,0,7.8542,S,man,Unknown,False,2,1,0,Adult,3.9271,Low,0,0,0,0,1,2.181,-0.232,-0.552
0,2,male,39.0,0,0,26.0,S,man,Unknown,True,1,0,0,Adult,26.0,High,0,0,0,0,1,3.296,0.744,-0.111
1,2,female,45.0,0,0,13.5,S,woman,Unknown,True,1,0,0,Adult,13.5,Mid,0,1,0,0,1,2.674,1.194,-0.415
1,1,male,42.0,0,0,26.2875,S,man,E,True,1,0,0,Adult,26.2875,High,1,0,0,0,1,3.306,0.969,-0.104
1,1,female,22.0,0,0,151.55,S,woman,Unknown,True,1,0,0,Adult,151.55,Premium,0,1,0,0,1,5.027,-0.532,2.938
1,3,male,25.0,1,1,15.2458,C,man,Unknown,False,3,1,0,Adult,5.081933333333333,High,0,0,1,0,0,2.788,-0.307,-0.372
1,1,female,24.0,0,0,49.5042,C,woman,C,True,1,0,0,Adult,49.5042,Premium,1,1,1,0,0,3.922,-0.382,0.46
0,1,male,40.0,0,0,26.55,S,man,C,True,1,0,0,Adult,26.55,High,1,0,0,0,1,3.316,0.819,-0.098
1,1,male,48.0,1,0,52.0,S,man,C,False,2,1,0,Adult,26.0,Premium,1,0,0,0,1,3.97,1.419,0.52
0,3,male,29.0,0,0,9.4833,S,man,Unknown,True,1,0,0,Adult,9.4833,Mid,0,0,0,0,1,2.35,-0.007,-0.512
0,2,male,52.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,1.72,-0.427
0,3,male,19.0,0,0,7.65,S,man,F,True,1,0,0,Adult,7.65,Low,1,0,0,0,1,2.158,-0.758,-0.557
1,1,female,38.0,0,0,227.525,C,woman,C,True,1,0,0,Adult,227.525,Premium,1,1,1,0,0,5.432,0.669,4.783
1,2,female,27.0,0,0,10.5,S,woman,E,True,1,0,0,Adult,10.5,Mid,1,1,0,0,1,2.442,-0.157,-0.488
0,3,male,25.0,0,0,15.5,Q,man,Unknown,True,1,0,0,Adult,15.5,High,0,0,0,1,0,2.803,-0.307,-0.366
0,3,male,33.0,0,0,7.775,S,man,Unknown,True,1,0,0,Adult,7.775,Low,0,0,0,0,1,2.172,0.293,-0.554
1,2,female,6.0,0,1,33.0,S,child,Unknown,False,2,1,1,Child,16.5,Premium,0,1,0,0,1,3.526,-1.733,0.059
0,3,male,17.0,1,0,7.0542,S,man,Unknown,False,2,1,1,Teen,3.5271,Low,0,0,0,0,1,2.086,-0.908,-0.571
0,2,male,34.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,0.368,-0.427
0,2,male,50.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,1.569,-0.427
1,1,male,27.0,1,0,53.1,S,man,E,False,2,1,0,Adult,26.55,Premium,1,0,0,0,1,3.991,-0.157,0.547
0,3,male,20.0,0,0,8.6625,S,man,Unknown,True,1,0,0,Adult,8.6625,Mid,0,0,0,0,1,2.268,-0.682,-0.532
1,2,female,30.0,3,0,21.0,S,woman,Unknown,False,4,1,0,Adult,5.25,High,0,1,0,0,1,3.091,0.068,-0.233
1,3,female,21.5,0,0,7.7375,Q,woman,Unknown,True,1,0,0,Adult,7.7375,Low,0,1,0,1,0,2.168,-0.57,-0.555
0,2,male,25.0,1,0,26.0,S,man,Unknown,False,2,1,0,Adult,13.0,High,0,0,0,0,1,3.296,-0.307,-0.111
0,3,female,25.0,1,0,7.925,S,woman,Unknown,False,2,1,0,Adult,3.9625,Mid,0,1,0,0,1,2.189,-0.307,-0.55
1,1,female,29.0,0,0,211.3375,S,woman,B,True,1,0,0,Adult,211.3375,Premium,1,1,0,0,1,5.358,-0.007,4.39
0,3,male,11.0,0,0,18.7875,C,child,Unknown,True,1,0,1,Child,18.7875,High,0,0,1,0,0,2.985,-1.358,-0.286
0,2,male,30.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,0.068,-0.743
0,2,male,23.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.457,-0.427
0,2,male,23.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.457,-0.427
0,3,male,28.5,0,0,16.1,S,man,Unknown,True,1,0,0,Adult,16.1,High,0,0,0,0,1,2.839,-0.044,-0.352
0,3,female,48.0,1,3,34.375,S,woman,Unknown,False,5,1,0,Adult,6.875,Premium,0,1,0,0,1,3.566,1.419,0.092
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
1,1,male,40.0,0,0,30.0,S,man,D,True,1,0,0,Adult,30.0,High,1,0,0,0,1,3.434,0.819,-0.014
0,1,male,36.0,1,0,78.85,S,man,C,False,2,1,0,Adult,39.425,Premium,1,0,0,0,1,4.38,0.519,1.172
1,1,female,21.0,2,2,262.375,C,woman,B,False,5,1,0,Adult,52.475,Premium,1,1,1,0,0,5.574,-0.607,5.629
0,3,male,24.0,1,0,16.1,S,man,Unknown,False,2,1,0,Adult,8.05,High,0,0,0,0,1,2.839,-0.382,-0.352
1,3,male,31.0,0,0,7.925,S,man,Unknown,True,1,0,0,Adult,7.925,Mid,0,0,0,0,1,2.189,0.143,-0.55
0,1,male,70.0,1,1,71.0,S,man,B,False,3,1,0,Senior,23.666666666666668,Premium,1,0,0,0,1,4.277,3.071,0.982
0,3,male,16.0,1,1,20.25,S,man,Unknown,False,3,1,1,Teen,6.75,High,0,0,0,0,1,3.056,-0.983,-0.251
1,2,female,30.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,0.068,-0.427
0,1,male,19.0,1,0,53.1,S,man,D,False,2,1,0,Adult,26.55,Premium,1,0,0,0,1,3.991,-0.758,0.547
0,3,male,31.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,0.143,-0.554
1,2,female,4.0,1,1,23.0,S,child,Unknown,False,3,1,1,Child,7.666666666666667,High,0,1,0,0,1,3.178,-1.883,-0.184
1,3,male,6.0,0,1,12.475,S,child,E,False,2,1,1,Child,6.2375,Mid,1,0,0,0,1,2.601,-1.733,-0.44
0,3,male,33.0,0,0,9.5,S,man,Unknown,True,1,0,0,Adult,9.5,Mid,0,0,0,0,1,2.351,0.293,-0.512
0,3,male,23.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.457,-0.551
1,2,female,48.0,1,2,65.0,S,woman,Unknown,False,4,1,0,Adult,16.25,Premium,0,1,0,0,1,4.19,1.419,0.836
1,2,male,0.67,1,1,14.5,S,child,Unknown,False,3,1,1,Child,4.833333333333333,High,0,0,0,0,1,2.741,-2.133,-0.391
0,3,male,28.0,0,0,7.7958,S,man,Unknown,True,1,0,0,Adult,7.7958,Low,0,0,0,0,1,2.174,-0.082,-0.553
0,2,male,18.0,0,0,11.5,S,man,Unknown,True,1,0,0,Adult,11.5,Mid,0,0,0,0,1,2.526,-0.833,-0.463
0,3,male,34.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,0.368,-0.547
1,1,female,33.0,0,0,86.5,S,woman,B,True,1,0,0,Adult,86.5,Premium,1,1,0,0,1,4.472,0.293,1.358
0,3,male,25.0,0,0,14.5,S,man,Unknown,True,1,0,0,Adult,14.5,High,0,0,0,0,1,2.741,-0.307,-0.391
0,3,male,41.0,0,0,7.125,S,man,Unknown,True,1,0,0,Adult,7.125,Low,0,0,0,0,1,2.095,0.894,-0.57
1,3,male,20.0,0,0,7.2292,C,man,Unknown,True,1,0,0,Adult,7.2292,Low,0,0,1,0,0,2.108,-0.682,-0.567
1,1,female,36.0,1,2,120.0,S,woman,B,False,4,1,0,Adult,30.0,Premium,1,1,0,0,1,4.796,0.519,2.172
0,3,male,16.0,0,0,7.775,S,man,Unknown,True,1,0,1,Teen,7.775,Low,0,0,0,0,1,2.172,-0.983,-0.554
1,1,female,51.0,1,0,77.9583,S,woman,D,False,2,1,0,Adult,38.97915,Premium,1,1,0,0,1,4.369,1.645,1.151
0,1,male,40.0,0,0,39.6,C,man,Unknown,True,1,0,0,Adult,39.6,Premium,0,0,1,0,0,3.704,0.819,0.219
0,3,female,30.5,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,0.106,-0.554
0,3,male,25.0,1,0,24.15,Q,man,Unknown,False,2,1,0,Adult,12.075,High,0,0,0,1,0,3.225,-0.307,-0.156
0,3,male,32.0,0,0,8.3625,S,man,Unknown,True,1,0,0,Adult,8.3625,Mid,0,0,0,0,1,2.237,0.218,-0.54
0,3,male,24.0,0,0,9.5,S,man,Unknown,True,1,0,0,Adult,9.5,Mid,0,0,0,0,1,2.351,-0.382,-0.512
0,3,male,48.0,0,0,7.8542,S,man,Unknown,True,1,0,0,Adult,7.8542,Low,0,0,0,0,1,2.181,1.419,-0.552
0,2,female,57.0,0,0,10.5,S,woman,E,True,1,0,0,Adult,10.5,Mid,1,1,0,0,1,2.442,2.095,-0.488
0,3,male,25.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,-0.307,-0.567
1,2,female,54.0,1,3,23.0,S,woman,Unknown,False,5,1,0,Adult,4.6,High,0,1,0,0,1,3.178,1.87,-0.184
0,3,male,18.0,0,0,7.75,S,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,0,1,2.169,-0.833,-0.554
0,3,male,25.0,0,0,7.75,Q,man,F,True,1,0,0,Adult,7.75,Low,1,0,0,1,0,2.169,-0.307,-0.554
1,3,female,5.0,0,0,12.475,S,child,Unknown,True,1,0,1,Child,12.475,Mid,0,1,0,0,1,2.601,-1.808,-0.44
0,3,male,25.0,0,0,7.7375,Q,man,Unknown,True,1,0,0,Adult,7.7375,Low,0,0,0,1,0,2.168,-0.307,-0.555
1,1,female,43.0,0,1,211.3375,S,woman,B,False,2,1,0,Adult,105.66875,Premium,1,1,0,0,1,5.358,1.044,4.39
1,3,female,13.0,0,0,7.2292,C,child,Unknown,True,1,0,1,Teen,7.2292,Low,0,1,1,0,0,2.108,-1.208,-0.567
1,1,female,17.0,1,0,57.0,S,woman,B,False,2,1,1,Teen,28.5,Premium,1,1,0,0,1,4.06,-0.908,0.642
0,1,male,29.0,0,0,30.0,S,man,D,True,1,0,0,Adult,30.0,High,1,0,0,0,1,3.434,-0.007,-0.014
0,3,male,25.0,1,2,23.45,S,man,Unknown,False,4,1,0,Adult,5.8625,High,0,0,0,0,1,3.197,-0.307,-0.173
0,3,male,25.0,0,0,7.05,S,man,Unknown,True,1,0,0,Adult,7.05,Low,0,0,0,0,1,2.086,-0.307,-0.571
0,3,male,25.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.307,-0.567
1,3,female,18.0,0,0,7.4958,S,woman,Unknown,True,1,0,0,Adult,7.4958,Low,0,1,0,0,1,2.14,-0.833,-0.561
0,3,male,8.0,4,1,29.125,Q,child,Unknown,False,6,1,1,Child,4.854166666666667,High,0,0,0,1,0,3.405,-1.583,-0.035
1,3,male,1.0,1,2,20.575,S,child,Unknown,False,4,1,1,Child,5.14375,High,0,0,0,0,1,3.072,-2.109,-0.243
0,1,male,46.0,0,0,79.2,C,man,B,True,1,0,0,Adult,79.2,Premium,1,0,1,0,0,4.385,1.269,1.181
0,3,male,25.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.307,-0.554
